song,genre,bpm,energy,danceability,loudness,speechiness,acousticness,liveness,valence,popularity
Life in Technicolor ii,Pop,0.6359223300970874,0.91,0.4895833333333333,3.5,0.0727272727272727,0.0,0.2525252525252525,0.2929292929292929,0.47
One,Rap,0.4563106796116505,0.5,0.53125,4.0,0.0545454545454545,0.6161616161616161,0.3939393939393939,0.4242424242424242,0.47
Ruby,K pop,0.4514563106796116,0.93,0.4583333333333333,1.5,0.0909090909090909,0.0101010101010101,0.0808080808080808,0.404040404040404,0.62
Het Land Van,Hip hop,0.4029126213592233,0.53,0.6875,4.5,0.3090909090909091,0.898989898989899,0.1414141414141414,0.6161616161616161,0.49
Bad Romance,Hip hop,0.5776699029126213,0.92,0.7291666666666666,2.0,0.0727272727272727,0.0,0.0808080808080808,0.7171717171717171,0.79
Elevation,Rap,0.5339805825242718,0.8,0.6041666666666666,4.0,0.0727272727272727,0.0,0.0505050505050505,0.4242424242424242,0.49
Trouble,Country,0.6796116504854369,0.55,0.5833333333333334,3.5,0.0545454545454545,0.1919191919191919,0.1717171717171717,0.1919191919191919,0.71
De Peel In Brand,Hip hop,0.9660194174757282,0.36,0.2916666666666667,6.5,0.0727272727272727,0.6161616161616161,0.1414141414141414,0.3333333333333333,0.33
Black Betty,Latin,0.5679611650485437,0.73,0.5104166666666666,4.5,0.1636363636363636,0.0,0.1616161616161616,0.8383838383838383,0.61
Wrong,EDM,0.4368932038834951,0.66,0.5625,4.0,0.0727272727272727,0.1414141414141414,0.5555555555555556,0.494949494949495,0.48
Never Be Clever,Classical,0.6699029126213593,0.89,0.5833333333333334,2.5,0.0727272727272727,0.5454545454545454,0.3232323232323232,0.9696969696969696,0.41
Undisclosed Desires,Classical,0.5631067961165048,0.59,0.7083333333333334,3.5,0.0545454545454545,0.0101010101010101,0.0808080808080808,0.6464646464646465,0.65
Auto Vliegtuug,Latin,0.4660194174757281,0.52,0.3333333333333333,3.5,0.0363636363636363,0.4848484848484848,0.1616161616161616,0.2525252525252525,0.34
Meer Dan Een Ander,Latin,0.4563106796116505,0.18,0.5833333333333334,6.5,0.0545454545454545,0.8181818181818182,0.0707070707070707,0.2525252525252525,0.34
Brabant,Video game music,0.3980582524271844,0.47,0.4270833333333333,3.5,0.0545454545454545,0.5656565656565656,0.101010101010101,0.3939393939393939,0.61
Mother Earth,EDM,0.5097087378640777,0.59,0.4479166666666667,3.0,0.0545454545454545,0.0202020202020202,0.2424242424242424,0.1515151515151515,0.45
One More Time,Jazz,0.5970873786407767,0.7,0.6354166666666666,4.5,0.2363636363636363,0.0202020202020202,0.3333333333333333,0.4848484848484848,0.75
(You're The) Devil in Disguise,Gospel,0.5970873786407767,0.73,0.5,4.0,0.3090909090909091,0.5757575757575758,0.1111111111111111,0.8787878787878788,0.65
TRUE - Single Edit,Hip hop,0.470873786407767,0.55,0.7708333333333334,4.5,0.0545454545454545,0.5151515151515151,0.0606060606060606,0.3535353535353535,0.72
Make It Wit Chu,K pop,0.4466019417475728,0.81,0.7291666666666666,2.5,0.0545454545454545,0.3636363636363636,0.1313131313131313,0.5858585858585859,0.59
Bring Me To Life,Jazz,0.4611650485436893,0.94,0.34375,1.5,0.1272727272727272,0.0101010101010101,0.2424242424242424,0.303030303030303,0.78
Clocks,R&B,0.6359223300970874,0.75,0.6041666666666666,3.5,0.0545454545454545,0.6060606060606061,0.1818181818181818,0.2626262626262626,0.76
Farewell To The Fairground,Rap,0.5728155339805825,0.77,0.5520833333333334,2.5,0.0727272727272727,0.0,0.1212121212121212,0.303030303030303,0.54
Bliss,Hip hop,0.6213592233009708,0.8,0.46875,4.5,0.0909090909090909,0.0,0.1111111111111111,0.2525252525252525,0.46
Kijk Omhoog,Pop,0.8058252427184466,0.56,0.4270833333333333,2.5,0.0545454545454545,0.0505050505050505,0.1919191919191919,0.4747474747474747,0.48
9 Crimes,Video game music,0.3592233009708738,0.17,0.34375,6.5,0.0545454545454545,0.9191919191919192,0.0909090909090909,0.101010101010101,0.57
Working On a Dream,K pop,0.5339805825242718,0.77,0.5833333333333334,3.5,0.0545454545454545,0.0,0.2222222222222222,0.7171717171717171,0.48
Nutbush City Limits,Folk,0.3737864077669903,0.89,0.71875,3.0,0.0545454545454545,0.0909090909090909,0.0303030303030303,0.9191919191919192,0.56
Do They Know It's Christmas? - 1984 Version,Lofi,0.558252427184466,0.64,0.625,3.5,0.0727272727272727,0.1616161616161616,0.101010101010101,0.3535353535353535,0.84
Changes,Folk,0.5388349514563107,0.66,0.90625,3.5,0.1454545454545454,0.0404040404040404,0.1414141414141414,0.3232323232323232,0.72
Mag Ik Dan Bij Jou,Metal,0.6407766990291263,0.29,0.5625,5.0,0.0545454545454545,0.9797979797979798,0.7171717171717171,0.1919191919191919,0.53
Sterrenstof,Hip hop,0.470873786407767,0.79,0.7395833333333334,2.0,0.2,0.3232323232323232,0.202020202020202,0.9090909090909092,0.48
Love Will Tear Us Apart - 2010 Remaster,Video game music,0.7135922330097088,0.9,0.5520833333333334,4.5,0.0727272727272727,0.0,0.1414141414141414,0.9191919191919192,0.64
Mag Het Licht Uit,Jazz,0.5485436893203883,0.42,0.7708333333333334,5.0,0.0545454545454545,0.3636363636363636,0.101010101010101,0.5858585858585859,0.43
Why Tell Me Why,Pop,0.5436893203883495,0.77,0.6770833333333334,3.0,0.109090909090909,0.2323232323232323,0.5959595959595959,0.3838383838383838,0.54
Wonderful Days,EDM,0.8446601941747572,0.92,0.5729166666666666,5.5,0.1272727272727272,0.0101010101010101,1.0,0.1111111111111111,0.37
Dat Komt Door Jou,Pop,0.6504854368932039,0.53,0.6145833333333334,5.0,0.0727272727272727,0.3838383838383838,0.1212121212121212,0.3131313131313131,0.57
Don't Give up the Fight,EDM,0.441747572815534,0.3,0.2916666666666667,6.5,0.0545454545454545,0.8888888888888888,0.1212121212121212,0.2626262626262626,0.27
I Follow Rivers - Live @ Giel!,Rock,0.5339805825242718,0.41,0.6979166666666666,4.5,0.109090909090909,0.1515151515151515,0.0303030303030303,0.7171717171717171,0.42
Liverpool Rain,R&B,0.8883495145631068,0.5,0.46875,3.5,0.0545454545454545,0.2525252525252525,0.1111111111111111,0.2121212121212121,0.26
No Mercy,Jazz,0.5048543689320388,0.57,0.8020833333333334,3.0,0.0545454545454545,0.0909090909090909,0.1111111111111111,0.6161616161616161,0.36
Peter Gunn Theme,Classical,0.6359223300970874,0.83,0.4479166666666667,3.5,0.0545454545454545,0.0101010101010101,0.9292929292929292,0.7171717171717171,0.14
Alors on danse,Country,0.5825242718446602,0.59,0.8229166666666666,4.5,0.1454545454545454,0.0909090909090909,0.0707070707070707,0.7373737373737373,0.61
The Eve of the War,Rap,0.616504854368932,0.59,0.4166666666666667,4.5,0.0727272727272727,0.0808080808080808,0.1111111111111111,0.3737373737373737,0.28
A Night Like This,Latin,0.5970873786407767,0.71,0.90625,3.0,0.0727272727272727,0.5757575757575758,0.101010101010101,0.9696969696969696,0.4
Raise Your Glass,Latin,0.5922330097087378,0.71,0.7291666666666666,2.5,0.1454545454545454,0.0,0.0303030303030303,0.6363636363636364,0.76
Verdammt ich lieb dich - Remastered,Hip hop,0.4854368932038835,0.8,0.6145833333333334,3.5,0.1272727272727272,0.5050505050505051,0.0909090909090909,0.3232323232323232,0.38
Christmas Lights,Classical,0.6359223300970874,0.42,0.3229166666666667,4.5,0.0545454545454545,0.1313131313131313,0.0808080808080808,0.2424242424242424,0.84
The Promise You Made,Latin,0.5679611650485437,0.41,0.7395833333333334,7.0,0.0727272727272727,0.3838383838383838,0.1515151515151515,0.6565656565656566,0.48
Back Home,EDM,0.5970873786407767,0.84,0.4895833333333333,3.0,0.0909090909090909,0.0606060606060606,0.101010101010101,0.7474747474747475,0.37
Times Are Changing,R&B,0.5970873786407767,0.81,0.5208333333333334,3.0,0.0727272727272727,0.0404040404040404,0.1515151515151515,0.2828282828282828,0.47
Proosten,Classical,0.6601941747572816,0.65,0.6666666666666666,3.0,0.0545454545454545,0.4343434343434343,0.1212121212121212,0.7676767676767676,0.49
Just the Way You Are,Classical,0.529126213592233,0.84,0.6666666666666666,2.5,0.0727272727272727,0.0202020202020202,0.0909090909090909,0.4343434343434343,0.8
Need You Now,Gospel,0.5242718446601942,0.72,0.6041666666666666,2.0,0.0545454545454545,0.0303030303030303,0.2424242424242424,0.3232323232323232,0.53
Man Down,EDM,0.7572815533980582,0.91,0.5,2.0,0.3454545454545454,0.0404040404040404,0.0505050505050505,0.5454545454545454,0.59
Pyro,Classical,0.558252427184466,0.61,0.3854166666666667,3.5,0.0727272727272727,0.0101010101010101,0.101010101010101,0.1919191919191919,0.66
You Got It,Gospel,0.558252427184466,0.59,0.6875,6.0,0.0545454545454545,0.6060606060606061,0.3131313131313131,0.6767676767676768,0.44
Atmosphere - 2010 Remaster,EDM,0.5825242718446602,0.39,0.6458333333333334,6.0,0.0545454545454545,0.2323232323232323,0.1212121212121212,0.4444444444444444,0.51
Grenade,R&B,0.5339805825242718,0.56,0.7395833333333334,3.5,0.109090909090909,0.1515151515151515,0.1212121212121212,0.2323232323232323,0.75
Have You Ever Been Mellow,K pop,0.8349514563106796,0.96,0.625,2.0,0.0909090909090909,0.202020202020202,0.2525252525252525,0.5757575757575758,0.47
Back Down South,Latin,0.5679611650485437,0.62,0.5,3.5,0.0727272727272727,0.0606060606060606,0.2626262626262626,0.1515151515151515,0.58
Riverside,Latin,0.4805825242718446,0.19,0.6770833333333334,7.0,0.0545454545454545,0.98989898989899,0.1313131313131313,0.2323232323232323,0.48
Hold On Tight,Hip hop,0.4320388349514563,0.73,0.65625,3.0,0.0545454545454545,0.0909090909090909,0.1616161616161616,0.5050505050505051,0.38
Someone Like You,Folk,0.6553398058252428,0.33,0.5833333333333334,4.0,0.0545454545454545,0.898989898989899,0.101010101010101,0.2828282828282828,0.79
Set Fire to the Rain,Rock,0.5242718446601942,0.68,0.6354166666666666,2.0,0.0545454545454545,0.0,0.1313131313131313,0.4747474747474747,0.75
Rainbow In The Sky - K & A's Radio Blast,Pop,0.8155339805825242,0.94,0.5,3.5,0.0545454545454545,0.0,0.2828282828282828,0.2626262626262626,0.6
Levels,Classical,0.6116504854368932,0.83,0.625,3.5,0.0727272727272727,0.0303030303030303,0.3434343434343434,0.3535353535353535,0.58
Somebody That I Used To Know,Jazz,0.6262135922330098,0.5,0.8958333333333334,3.5,0.0727272727272727,0.5959595959595959,0.101010101010101,0.7272727272727273,0.76
Paradise,Folk,0.6796116504854369,0.59,0.46875,3.5,0.0545454545454545,0.0505050505050505,0.0808080808080808,0.202020202020202,0.78
Rood,Video game music,0.6699029126213593,0.78,0.5,4.0,0.0909090909090909,0.0101010101010101,0.0808080808080808,0.1818181818181818,0.53
A Boy Named Sue (Live),Folk,0.5097087378640777,0.46,0.5416666666666666,8.0,0.0909090909090909,0.9393939393939394,0.7878787878787878,0.898989898989899,0.18
Still Loving You,Country,0.5048543689320388,0.61,0.2916666666666667,2.5,0.0545454545454545,0.0,0.101010101010101,0.0808080808080808,0.72
Little Black Submarines,K pop,0.4611650485436893,0.47,0.3854166666666667,4.0,0.0727272727272727,0.1616161616161616,0.1111111111111111,0.494949494949495,0.65
Walk,K pop,0.6699029126213593,0.87,0.2395833333333333,2.5,0.0909090909090909,0.0,0.2929292929292929,0.1919191919191919,0.69
The A Team,K pop,0.4126213592233009,0.29,0.6666666666666666,5.0,0.0727272727272727,0.6767676767676768,0.1818181818181818,0.4141414141414141,0.76
kom terug,Video game music,0.470873786407767,0.73,0.5208333333333334,3.0,0.0545454545454545,0.0202020202020202,0.202020202020202,0.2424242424242424,0.47
Prachtig mooie dag,Metal,0.5,0.69,0.5729166666666666,2.0,0.0545454545454545,0.101010101010101,0.0808080808080808,0.5656565656565656,0.42
lippy kids,Latin,0.7524271844660194,0.2,0.4375,7.5,0.0545454545454545,0.9696969696969696,0.0808080808080808,0.101010101010101,0.29
Titanium (feat. Sia),Lofi,0.6116504854368932,0.79,0.625,2.0,0.1818181818181818,0.0707070707070707,0.1313131313131313,0.303030303030303,0.67
Faster,Jazz,0.5825242718446602,0.93,0.53125,1.5,0.0727272727272727,0.0,0.1414141414141414,0.4848484848484848,0.53
Lonely Boy,Gospel,0.8058252427184466,0.87,0.375,4.0,0.1272727272727272,0.0,0.101010101010101,0.6161616161616161,0.73
Turning Tables,Classical,0.3883495145631068,0.45,0.3229166666666667,3.0,0.0545454545454545,0.9595959595959596,0.1313131313131313,0.2121212121212121,0.66
Luv U More - K&A's Radio blast,K pop,0.8155339805825242,0.82,0.53125,5.5,0.0545454545454545,0.0,0.1414141414141414,0.0707070707070707,0.51
Kan Ik Iets Voor Je Doen,Hip hop,0.3834951456310679,0.73,0.5208333333333334,3.0,0.0545454545454545,0.1414141414141414,0.3131313131313131,0.4545454545454545,0.3
Driver's Seat,Country,0.6456310679611651,0.8,0.7708333333333334,4.0,0.0727272727272727,0.0,0.1919191919191919,0.98989898989899,0.54
Zing Voor Me,Hip hop,0.3980582524271844,0.52,0.4479166666666667,4.5,0.1272727272727272,0.8080808080808081,0.2222222222222222,0.5656565656565656,0.52
Every Teardrop Is a Waterfall,Rock,0.5728155339805825,0.73,0.4479166666666667,3.5,0.0727272727272727,0.0,0.1717171717171717,0.3131313131313131,0.68
Waarom Nou Jij,Latin,0.6796116504854369,0.51,0.4583333333333333,4.0,0.0545454545454545,0.1212121212121212,0.1313131313131313,0.2525252525252525,0.4
Mijn Vlakke Land,Hip hop,0.3834951456310679,0.33,0.4166666666666667,5.5,0.0909090909090909,0.2626262626262626,0.0808080808080808,0.4646464646464646,0.33
Rumour Has It,Rock,0.5825242718446602,0.75,0.6458333333333334,2.5,0.0909090909090909,0.6464646464646465,0.0909090909090909,0.5656565656565656,0.65
Keep Your Head Up,Metal,0.3834951456310679,0.6,0.53125,4.5,0.0545454545454545,0.4444444444444444,0.1111111111111111,0.404040404040404,0.66
Pumped Up Kicks,Latin,0.6213592233009708,0.71,0.7604166666666666,3.0,0.0545454545454545,0.1414141414141414,0.101010101010101,0.9797979797979798,0.84
Happiness,Country,0.4320388349514563,0.57,0.5520833333333334,5.0,0.109090909090909,0.7272727272727273,0.1313131313131313,0.494949494949495,0.49
Give Me Love,K pop,0.5631067961165048,0.33,0.5520833333333334,5.0,0.0909090909090909,0.696969696969697,0.1111111111111111,0.1111111111111111,0.73
Gold on the Ceiling,Rock,0.6310679611650486,0.83,0.53125,2.5,0.0909090909090909,0.0101010101010101,0.0707070707070707,0.5656565656565656,0.69
Ni**as In Paris,Pop,0.6796116504854369,0.86,0.8229166666666666,3.0,0.5818181818181818,0.1313131313131313,0.3535353535353535,0.7777777777777778,0.77
Run the World (Girls),Gospel,0.616504854368932,0.9,0.7604166666666666,2.0,0.2545454545454545,0.0,0.3737373737373737,0.7676767676767676,0.75
I Won' T Let You Down,K pop,0.5145631067961165,0.35,0.6666666666666666,7.0,0.0545454545454545,0.5454545454545454,0.0707070707070707,0.5959595959595959,0.33
Love On Top,Metal,0.4563106796116505,0.75,0.6770833333333334,2.5,0.1636363636363636,0.0808080808080808,0.6060606060606061,0.6565656565656566,0.76
Lego House,K pop,0.7766990291262136,0.64,0.6145833333333334,4.0,0.1818181818181818,0.5656565656565656,0.1313131313131313,0.5656565656565656,0.71
Skinny Love,Hip hop,0.8058252427184466,0.29,0.3958333333333333,4.0,0.0909090909090909,0.9595959595959596,0.1212121212121212,0.1717171717171717,0.75
Dust Bowl,Rock,0.4174757281553398,0.75,0.5416666666666666,3.5,0.0909090909090909,0.3636363636363636,0.202020202020202,0.7070707070707071,0.44
Damn Those Eyes,R&B,0.8349514563106796,0.76,0.3541666666666667,3.5,0.0727272727272727,0.0,0.3535353535353535,0.3333333333333333,0.39
These Days,K pop,0.6553398058252428,0.66,0.5520833333333334,2.0,0.0545454545454545,0.0,0.2121212121212121,0.2222222222222222,0.64
Original Sin,K pop,0.6407766990291263,0.63,0.71875,3.5,0.0727272727272727,0.0101010101010101,0.0606060606060606,0.7474747474747475,0.42
Terug Naar De Kust,Rock,0.5679611650485437,0.45,0.5104166666666666,4.5,0.0545454545454545,0.8282828282828283,0.6262626262626263,0.404040404040404,0.39
Georgia on My Mind,Jazz,0.6359223300970874,0.32,0.3020833333333333,4.0,0.0545454545454545,0.8686868686868687,0.1919191919191919,0.202020202020202,0.49
Charlie Brown,Jazz,0.6699029126213593,0.74,0.4479166666666667,3.5,0.0727272727272727,0.0202020202020202,0.3333333333333333,0.0909090909090909,0.67
I've Just Lost Somebody,Hip hop,0.4271844660194174,0.4,0.3854166666666667,6.5,0.0545454545454545,0.0404040404040404,0.0808080808080808,0.2727272727272727,0.27
Skyfall - Full Length,Pop,0.3689320388349514,0.55,0.3645833333333333,3.5,0.0545454545454545,0.4242424242424242,0.1111111111111111,0.0808080808080808,0.74
Zo Stil,Lofi,0.8252427184466019,0.69,0.59375,3.5,0.0545454545454545,0.0404040404040404,0.1111111111111111,0.7878787878787878,0.54
Holiday In Spain,Metal,0.6116504854368932,0.32,0.6770833333333334,5.5,0.0545454545454545,0.6666666666666666,0.1313131313131313,0.2828282828282828,0.56
Radioactive,Folk,0.6601941747572816,0.78,0.46875,2.0,0.109090909090909,0.1111111111111111,0.6767676767676768,0.2424242424242424,0.73
Video Games - Remastered,K pop,0.5922330097087378,0.26,0.40625,5.0,0.0545454545454545,0.8181818181818182,0.0909090909090909,0.1818181818181818,0.55
Demons,Jazz,0.4368932038834951,0.71,0.53125,1.5,0.0545454545454545,0.1919191919191919,0.3333333333333333,0.4343434343434343,0.73
She,Hip hop,0.6359223300970874,0.28,0.34375,6.5,0.0545454545454545,0.4343434343434343,0.1313131313131313,0.2828282828282828,0.64
Just Give Me a Reason (feat. Nate Ruess),Pop,0.4611650485436893,0.55,0.8125,3.5,0.0909090909090909,0.3535353535353535,0.1313131313131313,0.4444444444444444,0.81
Try,R&B,0.5048543689320388,0.63,0.6979166666666666,3.5,0.0545454545454545,0.0,0.0909090909090909,0.5555555555555556,0.73
I Will Wait,Rock,0.6359223300970874,0.76,0.5,2.5,0.0545454545454545,0.0101010101010101,0.3131313131313131,0.4545454545454545,0.69
Home Again,Metal,0.6893203883495146,0.75,0.5208333333333334,3.0,0.0727272727272727,0.0101010101010101,0.3535353535353535,0.303030303030303,0.44
Tubular Bells,Lofi,0.7233009708737864,0.2,0.2916666666666667,8.5,0.0545454545454545,0.494949494949495,0.1313131313131313,0.1616161616161616,0.31
Winter,K pop,0.3786407766990291,0.2,0.25,7.0,0.0545454545454545,0.98989898989899,0.1111111111111111,0.2727272727272727,0.19
Droomland,Metal,0.4854368932038835,0.47,0.3333333333333333,3.5,0.0545454545454545,0.2626262626262626,0.9595959595959596,0.2525252525252525,0.42
Wat Zou Je Doen?,Latin,0.8932038834951457,0.51,0.3645833333333333,4.0,0.0545454545454545,0.404040404040404,0.7171717171717171,0.2222222222222222,0.51
Madness,Metal,0.8737864077669902,0.42,0.5208333333333334,4.0,0.1272727272727272,0.1313131313131313,0.1111111111111111,0.2222222222222222,0.7
Sovereign Light Café,R&B,0.5970873786407767,0.73,0.5625,3.0,0.0545454545454545,0.0101010101010101,0.1616161616161616,0.5151515151515151,0.51
Can't Hold Us - feat. Ray Dalton,Classical,0.7087378640776699,0.92,0.6666666666666666,2.0,0.1454545454545454,0.0303030303030303,0.0909090909090909,0.8585858585858586,0.83
Lover of the Light,EDM,0.5194174757281553,0.69,0.3125,3.5,0.0909090909090909,0.0101010101010101,0.2727272727272727,0.3737373737373737,0.57
San Quentin,Latin,0.4077669902912621,0.4,0.7291666666666666,7.0,0.109090909090909,0.5656565656565656,0.9090909090909092,0.8282828282828283,0.27
On Top Of The World,Gospel,0.4854368932038835,0.93,0.6666666666666666,3.0,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.7676767676767676,0.66
Flappie,Rap,0.6359223300970874,0.24,0.78125,6.5,0.1454545454545454,0.797979797979798,0.4444444444444444,0.6767676767676768,0.52
Home Again,Latin,0.4126213592233009,0.32,0.5416666666666666,5.5,0.0545454545454545,0.7070707070707071,0.1212121212121212,0.2727272727272727,0.51
If You Could See Me Now,Country,0.4854368932038835,0.76,0.53125,3.5,0.1272727272727272,0.0101010101010101,0.1414141414141414,0.3535353535353535,0.51
Hall of Fame,EDM,0.4126213592233009,0.87,0.4375,2.0,0.109090909090909,0.0707070707070707,0.1212121212121212,0.6363636363636364,0.7
Dodenrit,Video game music,0.7184466019417476,0.6,0.53125,7.0,0.1818181818181818,0.6767676767676768,0.8181818181818182,0.9696969696969696,0.34
When I Was Your Man,Latin,0.3543689320388349,0.28,0.6354166666666666,4.5,0.0727272727272727,0.9393939393939394,0.0909090909090909,0.3939393939393939,0.82
I Won't Give Up,Rock,0.6650485436893204,0.3,0.6145833333333334,5.0,0.0727272727272727,0.696969696969697,0.1212121212121212,0.1414141414141414,0.72
Slapeloze Nachten,Hip hop,0.5436893203883495,0.65,0.84375,3.5,0.109090909090909,0.3535353535353535,0.1515151515151515,0.8181818181818182,0.57
One Moment in Time,Jazz,0.7524271844660194,0.54,0.28125,3.5,0.0545454545454545,0.494949494949495,0.101010101010101,0.3333333333333333,0.54
Zaterdag,Rap,0.6844660194174758,0.71,0.78125,5.0,0.0545454545454545,0.0909090909090909,0.101010101010101,0.9090909090909092,0.41
Babel,Lofi,0.3883495145631068,0.81,0.3854166666666667,3.0,0.0909090909090909,0.0303030303030303,0.0808080808080808,0.6565656565656566,0.57
Hopeless Wanderer,R&B,0.7475728155339806,0.58,0.28125,4.0,0.0727272727272727,0.0101010101010101,0.1111111111111111,0.202020202020202,0.58
Follow the Sun,Latin,0.6019417475728155,0.39,0.6354166666666666,5.5,0.0727272727272727,0.5353535353535354,0.1111111111111111,0.2222222222222222,0.67
Later Als Ik Groter Ben,Lofi,0.6310679611650486,0.73,0.5520833333333334,2.5,0.0545454545454545,0.0,0.0808080808080808,0.5757575757575758,0.48
Clown,Latin,0.5776699029126213,0.26,0.4791666666666667,4.0,0.0727272727272727,0.9292929292929292,0.1111111111111111,0.2323232323232323,0.46
Stay - Album Version (Edited),Video game music,0.5436893203883495,0.31,0.6458333333333334,5.0,0.0545454545454545,0.9595959595959596,0.1212121212121212,0.1313131313131313,0.66
Diamonds,Lofi,0.4466019417475728,0.71,0.5833333333333334,2.5,0.0909090909090909,0.0,0.1111111111111111,0.3939393939393939,0.67
It's Time,Metal,0.5097087378640777,0.88,0.6875,2.5,0.0727272727272727,0.0202020202020202,0.1414141414141414,0.8686868686868687,0.66
Little Talks,R&B,0.5,0.76,0.46875,2.5,0.0545454545454545,0.0202020202020202,0.1515151515151515,0.4242424242424242,0.75
Euphoria,Gospel,0.6407766990291263,0.68,0.5416666666666666,2.5,0.0727272727272727,0.0808080808080808,0.0606060606060606,0.1111111111111111,0.56
Oceaan,Hip hop,0.6116504854368932,0.34,0.4895833333333333,4.0,0.0727272727272727,0.8686868686868687,0.1111111111111111,0.2424242424242424,0.63
Lola Montez,Jazz,0.7378640776699029,0.88,0.53125,2.5,0.0545454545454545,0.0,0.0707070707070707,0.6868686868686869,0.57
Wake Me Up,Classical,0.6019417475728155,0.78,0.5520833333333334,3.0,0.0909090909090909,0.0,0.1616161616161616,0.6464646464646465,0.85
Formidable,K pop,0.3446601941747573,0.63,0.53125,4.5,0.3454545454545454,0.101010101010101,0.1515151515151515,0.5050505050505051,0.49
Do I Wanna Know?,Lofi,0.4126213592233009,0.53,0.5729166666666666,4.0,0.0545454545454545,0.1919191919191919,0.2222222222222222,0.4141414141414141,0.82
Another Love,K pop,0.5970873786407767,0.54,0.46875,4.5,0.0727272727272727,0.7070707070707071,0.0909090909090909,0.1313131313131313,0.58
Hey Brother,Metal,0.6067961165048543,0.78,0.5729166666666666,2.5,0.0727272727272727,0.0303030303030303,0.0808080808080808,0.4646464646464646,0.78
I See Fire,K pop,0.3689320388349514,0.05,0.65625,10.5,0.0727272727272727,0.5656565656565656,0.101010101010101,0.202020202020202,0.64
This Is What It Feels Like,Rap,0.6310679611650486,0.83,0.5729166666666666,2.5,0.0545454545454545,0.0404040404040404,0.0606060606060606,0.1414141414141414,0.65
All of Me,Lofi,0.5825242718446602,0.26,0.4375,3.5,0.0545454545454545,0.9292929292929292,0.1313131313131313,0.3333333333333333,0.86
Dansen Op De Vulkaan,Pop,0.7330097087378641,0.95,0.6041666666666666,2.0,0.109090909090909,0.0202020202020202,0.0404040404040404,0.7878787878787878,0.4
Witch Doctor,K pop,0.7038834951456311,0.56,0.625,3.5,0.109090909090909,0.0,0.0505050505050505,0.3333333333333333,0.47
Diamonds,Gospel,0.8252427184466019,0.75,0.46875,3.0,0.109090909090909,0.1717171717171717,0.1818181818181818,0.4242424242424242,0.35
Let Her Go,Rap,0.3640776699029126,0.55,0.5,3.5,0.1272727272727272,0.3737373737373737,0.101010101010101,0.2424242424242424,0.76
Papaoutai,EDM,0.5631067961165048,0.81,0.7604166666666666,3.5,0.1454545454545454,0.0303030303030303,0.0606060606060606,0.2525252525252525,0.55
Strong,Jazz,0.3786407766990291,0.4,0.59375,5.5,0.0545454545454545,0.7474747474747475,0.0808080808080808,0.303030303030303,0.49
Layla,Lofi,0.5533980582524272,0.93,0.4270833333333333,2.5,0.1818181818181818,0.3434343434343434,0.6060606060606061,0.3939393939393939,0.32
Pompeii,Rap,0.616504854368932,0.72,0.7083333333333334,3.0,0.0727272727272727,0.0808080808080808,0.2727272727272727,0.5757575757575758,0.7
Waves,Hip hop,0.8446601941747572,0.28,0.375,6.0,0.0727272727272727,0.5454545454545454,0.3838383838383838,0.202020202020202,0.59
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Rap,0.5631067961165048,0.81,0.8229166666666666,4.5,0.0727272727272727,0.0404040404040404,0.101010101010101,0.8686868686868687,0.77
All I Want,Classical,0.4174757281553398,0.41,0.21875,5.0,0.0727272727272727,0.1717171717171717,0.0808080808080808,0.1616161616161616,0.72
Addicted To You,Gospel,0.6213592233009708,0.79,0.59375,2.0,0.0909090909090909,0.0505050505050505,0.0909090909090909,0.303030303030303,0.69
Animals,Rock,0.6213592233009708,0.87,0.7083333333333334,3.0,0.0727272727272727,0.0,0.3737373737373737,0.0404040404040404,0.65
Just Say Yes,R&B,0.5242718446601942,0.88,0.5625,2.5,0.0545454545454545,0.0202020202020202,0.0303030303030303,0.2525252525252525,0.48
Watermensen,Gospel,0.6990291262135923,0.4,0.5833333333333334,4.0,0.0545454545454545,0.6666666666666666,0.1111111111111111,0.4646464646464646,0.36
Sky and Sand,Video game music,0.616504854368932,0.33,0.8229166666666666,6.5,0.109090909090909,0.6060606060606061,0.1919191919191919,0.5353535353535354,0.67
The Monster,Hip hop,0.5339805825242718,0.85,0.8125,2.0,0.1272727272727272,0.0505050505050505,0.1212121212121212,0.6262626262626263,0.75
Mirrors,Folk,0.3737864077669903,0.51,0.59375,3.5,0.0909090909090909,0.2323232323232323,0.0909090909090909,0.5151515151515151,0.77
Story of My Life,Hip hop,0.587378640776699,0.66,0.625,3.0,0.0909090909090909,0.2323232323232323,0.1212121212121212,0.2929292929292929,0.8
Royals,K pop,0.4126213592233009,0.43,0.6979166666666666,5.0,0.2181818181818181,0.1212121212121212,0.1313131313131313,0.3434343434343434,0.79
tous les mêmes,Jazz,0.5339805825242718,0.64,0.7291666666666666,4.5,0.3090909090909091,0.2222222222222222,0.2828282828282828,0.6565656565656566,0.53
Mijn Van Straat Geredde Roos,Rock,0.3932038834951456,0.76,0.5208333333333334,2.5,0.0545454545454545,0.0909090909090909,0.2626262626262626,0.6161616161616161,0.33
Love You Like I Love Myself,Latin,0.7184466019417476,0.84,0.5416666666666666,3.5,0.109090909090909,0.0101010101010101,0.202020202020202,0.8686868686868687,0.28
