song,genre,bpm,energy,danceability,loudness,speechiness,acousticness,liveness,valence,popularity
The Best,Folk,0.5048543689320388,0.74,0.6875,5.0,0.0545454545454545,0.1111111111111111,0.1212121212121212,0.7575757575757576,0.64
Breakthru - Remastered 2011,Pop,0.4368932038834951,0.86,0.59375,3.0,0.1636363636363636,0.0606060606060606,0.3636363636363636,0.3131313131313131,0.48
Need Your Love So Bad,Gospel,0.7135922330097088,0.18,0.375,9.5,0.0545454545454545,0.1313131313131313,0.101010101010101,0.2525252525252525,0.49
Daar Gaat Ze,Rock,0.4223300970873786,0.33,0.65625,7.5,0.0545454545454545,0.8383838383838383,0.1313131313131313,0.6464646464646465,0.39
Personal Jesus - Original Seven Inch Version,Rap,0.6310679611650486,0.68,0.6666666666666666,6.0,0.0727272727272727,0.0101010101010101,0.0505050505050505,0.7171717171717171,0.61
Kingston Town,Rap,0.4951456310679611,0.25,1.0,6.5,0.109090909090909,0.1616161616161616,0.0404040404040404,0.8080808080808081,0.49
Woman In Chains,EDM,0.7766990291262136,0.61,0.4479166666666667,4.0,0.0545454545454545,0.0202020202020202,0.0606060606060606,0.3737373737373737,0.66
Nergens Goed Voor,K pop,0.4951456310679611,0.59,0.8020833333333334,6.0,0.0545454545454545,0.1212121212121212,0.2727272727272727,0.7272727272727273,0.47
I Wish It Would Rain Down - 2016 Remaster,Metal,0.6116504854368932,0.67,0.53125,2.5,0.0545454545454545,0.2929292929292929,0.3131313131313131,0.3636363636363636,0.61
If You Don't Know Me by Now - 2008 Remaster,Latin,0.4563106796116505,0.35,0.6666666666666666,4.5,0.0545454545454545,0.494949494949495,0.1111111111111111,0.202020202020202,0.72
Free Fallin',Gospel,0.4077669902912621,0.45,0.6458333333333334,6.5,0.0545454545454545,0.2121212121212121,0.0606060606060606,0.5757575757575758,0.76
Let Love Rule,Metal,0.7427184466019418,0.45,0.71875,6.5,0.0727272727272727,0.0303030303030303,0.0707070707070707,0.7070707070707071,0.51
Epic,Latin,0.8446601941747572,0.89,0.375,3.5,0.2181818181818181,0.0202020202020202,0.1313131313131313,0.2626262626262626,0.68
Black Velvet,Latin,0.441747572815534,0.37,0.78125,5.0,0.0545454545454545,0.2727272727272727,0.1111111111111111,0.4747474747474747,0.71
We Didn't Start the Fire,EDM,0.7038834951456311,0.97,0.7395833333333334,2.5,0.0909090909090909,0.0808080808080808,0.3636363636363636,0.9090909090909092,0.73
Sowing The Seeds Of Love,Rock,0.8349514563106796,0.8,0.21875,3.5,0.0727272727272727,0.0101010101010101,0.3636363636363636,0.6868686868686869,0.62
New York Minute,Hip hop,0.6407766990291263,0.29,0.5729166666666666,6.0,0.0545454545454545,0.3333333333333333,0.0404040404040404,0.1212121212121212,0.55
Something Happened on the Way to Heaven - 2016 Remaster,Classical,0.558252427184466,0.88,0.6875,2.0,0.0545454545454545,0.1818181818181818,0.2727272727272727,0.8888888888888888,0.57
Lovesong,Rock,0.6796116504854369,0.81,0.6354166666666666,4.0,0.0545454545454545,0.3434343434343434,0.2222222222222222,0.8282828282828283,0.6
Monkey Gone to Heaven,Jazz,0.5631067961165048,0.39,0.6770833333333334,6.0,0.0545454545454545,0.0202020202020202,0.3232323232323232,0.6060606060606061,0.61
The Miracle - Remastered 2011,Classical,0.4466019417475728,0.65,0.5,3.0,0.0545454545454545,0.1616161616161616,0.5555555555555556,0.5454545454545454,0.33
The Invisible Man - Remastered 2011,R&B,0.5825242718446602,0.79,0.7291666666666666,3.5,0.0727272727272727,0.1919191919191919,0.3333333333333333,0.5656565656565656,0.47
If I Could Turn Back Time,Folk,0.5242718446601942,0.57,0.6875,5.0,0.0545454545454545,0.2424242424242424,0.1212121212121212,0.5050505050505051,0.72
Love Shack,Pop,0.6504854368932039,0.82,0.75,3.0,0.0909090909090909,0.0303030303030303,0.8585858585858586,0.8787878787878788,0.69
Thunderstruck,EDM,0.6504854368932039,0.89,0.5208333333333334,2.5,0.0727272727272727,0.0,0.2222222222222222,0.2626262626262626,0.81
Papa,Hip hop,0.5825242718446602,0.32,0.7708333333333334,6.5,0.0545454545454545,0.7272727272727273,0.0808080808080808,0.2929292929292929,0.57
Enjoy the Silence - Single Mix,Hip hop,0.5485436893203883,0.81,0.6666666666666666,4.0,0.0545454545454545,0.1616161616161616,0.0808080808080808,0.8282828282828283,0.65
Still Got The Blues,Gospel,0.8252427184466019,0.39,0.1979166666666666,7.0,0.0727272727272727,0.2626262626262626,0.1212121212121212,0.3232323232323232,0.65
Wind Of Change,Gospel,0.7378640776699029,0.52,0.46875,5.0,0.0727272727272727,0.3232323232323232,0.101010101010101,0.2525252525252525,0.77
Nothing Compares 2 U,Folk,0.5825242718446602,0.57,0.53125,3.5,0.0545454545454545,0.0404040404040404,0.1111111111111111,0.1616161616161616,0.71
Silent Lucidity - Remastered/2003,Rock,0.6796116504854369,0.63,0.4791666666666667,3.0,0.0545454545454545,0.0505050505050505,0.1212121212121212,0.101010101010101,0.61
Such a Shame,Gospel,0.5436893203883495,0.68,0.625,5.5,0.0545454545454545,0.2121212121212121,0.303030303030303,0.7171717171717171,0.57
Hunger Strike,Folk,0.6699029126213593,0.57,0.3854166666666667,5.5,0.0545454545454545,0.0202020202020202,0.0909090909090909,0.303030303030303,0.59
Candy,Country,0.6990291262135923,0.59,0.6458333333333334,5.5,0.0545454545454545,0.0404040404040404,0.0505050505050505,0.6565656565656566,0.6
Send Me An Angel,Rock,0.3932038834951456,0.42,0.15625,6.0,0.0545454545454545,0.4343434343434343,0.2121212121212121,0.1717171717171717,0.69
Don't Go Breaking My Heart,Classical,0.6359223300970874,0.86,0.7708333333333334,4.0,0.0727272727272727,0.1818181818181818,0.0707070707070707,0.7878787878787878,0.69
"Night Fever - From ""Saturday Night Fever"" Soundtrack",R&B,0.529126213592233,0.51,0.7708333333333334,8.0,0.0545454545454545,0.0202020202020202,0.1414141414141414,0.9090909090909092,0.54
More Than Words,Latin,0.4466019417475728,0.13,0.65625,7.5,0.0545454545454545,0.4747474747474747,0.1111111111111111,0.2424242424242424,0.67
"It Must Have Been Love - From the Film ""Pretty Woman""",R&B,0.3932038834951456,0.65,0.5416666666666666,3.5,0.0545454545454545,0.3434343434343434,0.2626262626262626,0.7272727272727273,0.73
Domino,Rock,0.3640776699029126,0.19,0.5104166666666666,8.0,0.0727272727272727,0.7272727272727273,0.2222222222222222,0.2121212121212121,0.31
Met Hart En Ziel,Rap,0.8106796116504854,0.61,0.3958333333333333,6.0,0.0545454545454545,0.1111111111111111,0.2626262626262626,0.7070707070707071,0.38
Love Rears Its Ugly Head,Latin,0.7572815533980582,0.48,0.6458333333333334,4.5,0.1636363636363636,0.0606060606060606,0.2323232323232323,0.7373737373737373,0.5
Hard To Handle,Country,0.5048543689320388,0.79,0.6145833333333334,2.0,0.0727272727272727,0.0,0.3131313131313131,0.9696969696969696,0.68
Black,Rock,0.3737864077669903,0.68,0.375,3.0,0.0545454545454545,0.3232323232323232,0.3434343434343434,0.202020202020202,0.75
De Boer Is De Keerl,Gospel,0.4126213592233009,0.4,0.5416666666666666,6.5,0.0545454545454545,0.2121212121212121,0.0808080808080808,0.6363636363636364,0.51
November Rain,Pop,0.3883495145631068,0.64,0.3020833333333333,4.5,0.0545454545454545,0.0202020202020202,0.1111111111111111,0.2323232323232323,0.8
Nothing Else Matters,Latin,0.6893203883495146,0.36,0.5833333333333334,5.5,0.0545454545454545,0.0505050505050505,0.0808080808080808,0.1717171717171717,0.69
Smells Like Teen Spirit,Country,0.5679611650485437,0.91,0.5208333333333334,2.5,0.109090909090909,0.0,0.1111111111111111,0.7272727272727273,0.74
Innuendo - Remastered 2011,Hip hop,0.3543689320388349,0.73,0.21875,3.0,0.109090909090909,0.1818181818181818,0.303030303030303,0.1717171717171717,0.49
Alive,Metal,0.3640776699029126,0.88,0.2916666666666667,3.0,0.0727272727272727,0.0101010101010101,0.404040404040404,0.6060606060606061,0.75
Enter Sandman,Gospel,0.5970873786407767,0.82,0.6041666666666666,4.5,0.0545454545454545,0.0,0.0606060606060606,0.6464646464646465,0.74
Who Wants To Live Forever - Remastered 2011,Latin,0.4223300970873786,0.4,0.1458333333333333,4.5,0.0727272727272727,0.5858585858585859,0.1212121212121212,0.0404040404040404,0.51
Under the Bridge,Country,0.4126213592233009,0.35,0.5833333333333334,6.5,0.0909090909090909,0.0606060606060606,0.1414141414141414,0.4646464646464646,0.81
Deurdonderen,K pop,0.8495145631067961,0.79,0.4791666666666667,5.0,0.1454545454545454,0.0101010101010101,0.1111111111111111,0.8686868686868687,0.49
The Show Must Go On - 2011 Mix,Pop,0.4029126213592233,0.69,0.3229166666666667,3.5,0.0545454545454545,0.4141414141414141,0.1111111111111111,0.1818181818181818,0.58
Losing My Religion,Rock,0.6116504854368932,0.86,0.6979166666666666,2.5,0.0545454545454545,0.1818181818181818,0.101010101010101,0.8080808080808081,0.81
Come As You Are,K pop,0.5825242718446602,0.82,0.5208333333333334,3.0,0.0727272727272727,0.0,0.0909090909090909,0.5454545454545454,0.72
Jeremy,Hip hop,0.529126213592233,0.85,0.2916666666666667,3.0,0.0727272727272727,0.0404040404040404,0.1818181818181818,0.2929292929292929,0.73
One,Latin,0.8786407766990292,0.53,0.40625,4.5,0.0727272727272727,0.2525252525252525,0.1616161616161616,0.3333333333333333,0.77
Knockin' On Heaven's Door,Hip hop,0.6407766990291263,0.74,0.5208333333333334,3.5,0.0727272727272727,0.0202020202020202,0.1111111111111111,0.3838383838383838,0.77
The Unforgiven,Rap,0.6747572815533981,0.6,0.5625,5.0,0.0545454545454545,0.0101010101010101,0.1313131313131313,0.2525252525252525,0.65
These Are The Days Of Our Lives - 2011 Remaster,Folk,0.5485436893203883,0.4,0.71875,5.0,0.0545454545454545,0.3737373737373737,0.0606060606060606,0.5555555555555556,0.49
Lithium,Hip hop,0.5970873786407767,0.66,0.7083333333333334,3.0,0.0727272727272727,0.0,0.0606060606060606,0.494949494949495,0.68
Lekker Op De Trekker ('n Boerinnen-Wervingslied),EDM,0.6407766990291263,0.49,0.75,6.0,0.0727272727272727,0.7373737373737373,0.1111111111111111,0.9797979797979798,0.39
Estranged,Hip hop,0.4320388349514563,0.76,0.375,4.0,0.0545454545454545,0.0101010101010101,0.3737373737373737,0.1717171717171717,0.63
Even Flow,Folk,0.5097087378640777,0.94,0.40625,3.5,0.1454545454545454,0.0,0.303030303030303,0.2727272727272727,0.75
Hammer To Fall - Remastered 2011,Jazz,0.616504854368932,0.79,0.4479166666666667,2.5,0.1636363636363636,0.3232323232323232,0.1313131313131313,0.5151515151515151,0.55
Sad But True,Metal,0.4320388349514563,0.85,0.65625,3.0,0.0545454545454545,0.0,0.0606060606060606,0.4343434343434343,0.63
Year of the Cat - 2001 Remaster,R&B,0.5679611650485437,0.61,0.5520833333333334,5.0,0.0545454545454545,0.0101010101010101,0.1212121212121212,0.5353535353535354,0.61
Don't Cry (Original),Latin,0.6067961165048543,0.59,0.4791666666666667,4.5,0.0545454545454545,0.0,0.101010101010101,0.2424242424242424,0.74
(Everything I Do) I Do It For You,EDM,0.6359223300970874,0.37,0.5520833333333334,6.5,0.0545454545454545,0.0808080808080808,0.0606060606060606,0.2525252525252525,0.64
No More Tears,Lofi,0.5,0.75,0.3645833333333333,3.5,0.0727272727272727,0.0,0.6565656565656566,0.3232323232323232,0.66
You,K pop,0.8446601941747572,0.9,0.4270833333333333,4.0,0.0545454545454545,0.4343434343434343,0.1919191919191919,0.6767676767676768,0.61
Heal the World,K pop,0.3932038834951456,0.49,0.5520833333333334,4.0,0.0909090909090909,0.5454545454545454,0.101010101010101,0.101010101010101,0.68
Bestel Mar (edit),Latin,0.7766990291262136,0.85,0.6041666666666666,3.5,0.1818181818181818,0.0707070707070707,0.1212121212121212,0.9191919191919192,0.48
On Every Street,Rap,0.6407766990291263,0.27,0.3333333333333333,5.5,0.0727272727272727,0.5858585858585859,0.1717171717171717,0.1515151515151515,0.56
Give It Away,Pop,0.4466019417475728,0.94,0.6979166666666666,5.0,0.0909090909090909,0.0,0.1515151515151515,0.7878787878787878,0.73
Four Seasons In One Day,Classical,0.4320388349514563,0.26,0.5416666666666666,8.5,0.0545454545454545,0.8282828282828283,0.0909090909090909,0.494949494949495,0.51
Walking in Memphis,Folk,0.6310679611650486,0.51,0.59375,4.5,0.0727272727272727,0.5555555555555556,0.303030303030303,0.3333333333333333,0.69
Learning To Fly,Folk,0.5679611650485437,0.77,0.6770833333333334,5.0,0.0545454545454545,0.2121212121212121,0.3636363636363636,0.9595959595959596,0.71
Live And Let Die,Latin,0.7427184466019418,0.78,0.2708333333333333,4.5,0.109090909090909,0.0101010101010101,0.1212121212121212,0.2626262626262626,0.68
In Bloom - Nevermind Version,Folk,0.7621359223300971,0.88,0.4583333333333333,2.5,0.109090909090909,0.0,0.2121212121212121,0.5151515151515151,0.64
Weather With You,K pop,0.4563106796116505,0.61,0.6666666666666666,6.5,0.0545454545454545,0.2525252525252525,0.2121212121212121,0.898989898989899,0.69
Shiny Happy People,Pop,0.6067961165048543,0.91,0.46875,2.0,0.0727272727272727,0.0303030303030303,0.2323232323232323,0.8181818181818182,0.7
Stars,R&B,0.5048543689320388,0.82,0.75,3.5,0.0545454545454545,0.1515151515151515,0.2424242424242424,0.8282828282828283,0.49
I'm Going Slightly Mad - Remastered 2011,Hip hop,0.5631067961165048,0.83,0.6666666666666666,3.0,0.0909090909090909,0.5757575757575758,0.1919191919191919,0.3131313131313131,0.48
On the Border - 2001 Remaster,Jazz,0.4757281553398058,0.64,0.5,6.0,0.0545454545454545,0.0606060606060606,0.0808080808080808,0.7373737373737373,0.49
Diamonds and Pearls,R&B,0.3932038834951456,0.55,0.5729166666666666,5.0,0.0545454545454545,0.0505050505050505,0.0707070707070707,0.2929292929292929,0.47
I Can't Dance - 2007 Remaster,Latin,0.5242718446601942,0.53,0.9479166666666666,4.5,0.0909090909090909,0.5050505050505051,0.0505050505050505,0.9090909090909092,0.54
No Son of Mine - 2007 Remaster,Rock,0.5048543689320388,0.6,0.6875,4.5,0.0545454545454545,0.1313131313131313,0.101010101010101,0.2626262626262626,0.39
I Can't Make You Love Me,Rock,0.6067961165048543,0.15,0.6145833333333334,8.5,0.0545454545454545,0.8585858585858586,0.2424242424242424,0.1111111111111111,0.66
Love of the Common People,R&B,0.441747572815534,0.61,0.7708333333333334,5.5,0.1454545454545454,0.0909090909090909,0.0606060606060606,0.898989898989899,0.55
Mysterious Ways,Jazz,0.4854368932038835,0.66,0.6979166666666666,4.0,0.0545454545454545,0.0,0.1111111111111111,0.7070707070707071,0.63
We Don't Need Another Hero (Thunderdome),Hip hop,0.4805825242718446,0.67,0.71875,3.0,0.0909090909090909,0.202020202020202,0.1212121212121212,0.7171717171717171,0.61
Calling Elvis,Video game music,0.5825242718446602,0.57,0.6354166666666666,6.0,0.0545454545454545,0.0909090909090909,0.1616161616161616,0.3939393939393939,0.54
Killing In The Name,Pop,0.4320388349514563,0.83,0.4895833333333333,2.0,0.5454545454545454,0.0303030303030303,0.0303030303030303,0.6666666666666666,0.78
Fear of the Dark - 2015 Remaster,Folk,0.5339805825242718,0.87,0.3229166666666667,3.0,0.109090909090909,0.0,0.2323232323232323,0.2323232323232323,0.55
Bed Of Roses,Pop,0.8009708737864077,0.6,0.3229166666666667,3.0,0.0545454545454545,0.101010101010101,0.2121212121212121,0.1616161616161616,0.73
Everybody Hurts,Video game music,0.4563106796116505,0.32,0.4895833333333333,5.0,0.0545454545454545,0.6262626262626263,0.1212121212121212,0.1717171717171717,0.74
Kayleigh,R&B,0.5145631067961165,0.67,0.5833333333333334,3.5,0.0545454545454545,0.0202020202020202,0.0909090909090909,0.6060606060606061,0.58
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Rap,0.4563106796116505,0.52,0.5833333333333334,6.0,0.0909090909090909,0.3232323232323232,0.9494949494949496,0.6464646464646465,0.7
I Will Always Love You,Video game music,0.3252427184466019,0.21,0.3229166666666667,6.5,0.0727272727272727,0.8484848484848485,0.0808080808080808,0.1111111111111111,0.77
Nightswimming,Rock,0.5533980582524272,0.39,0.59375,5.5,0.0545454545454545,0.8080808080808081,0.101010101010101,0.5757575757575758,0.62
Conquest of Paradise,Video game music,0.3592233009708738,0.3,0.4479166666666667,7.0,0.0545454545454545,0.7070707070707071,0.2323232323232323,0.1616161616161616,0.61
Would?,Rock,0.4902912621359223,0.83,0.3229166666666667,4.0,0.0727272727272727,0.0,0.0909090909090909,0.5959595959595959,0.71
Friday I'm in Love,Folk,0.6601941747572816,0.76,0.5520833333333334,6.0,0.0545454545454545,0.0,0.3434343434343434,0.5151515151515151,0.67
Sharp Dressed Man,Hip hop,0.6067961165048543,0.77,0.6770833333333334,4.0,0.0545454545454545,0.0,0.101010101010101,0.404040404040404,0.53
Man On The Moon,Pop,0.5776699029126213,0.7,0.6979166666666666,4.0,0.0545454545454545,0.4242424242424242,0.202020202020202,0.6666666666666666,0.67
Gimme All Your Lovin',Classical,0.5825242718446602,0.79,0.6875,3.5,0.0545454545454545,0.0505050505050505,0.0606060606060606,0.7171717171717171,0.44
What's Up?,Country,0.6504854368932039,0.56,0.5833333333333334,5.0,0.0545454545454545,0.1616161616161616,0.1111111111111111,0.4545454545454545,0.78
Lavender,K pop,0.6699029126213593,0.55,0.34375,3.0,0.0545454545454545,0.3131313131313131,0.0909090909090909,0.2323232323232323,0.51
Plush - 2017 Remaster,R&B,0.6990291262135923,0.94,0.4479166666666667,2.5,0.0727272727272727,0.0101010101010101,0.1414141414141414,0.4747474747474747,0.61
Eloise,Jazz,0.6359223300970874,0.59,0.4479166666666667,6.0,0.0545454545454545,0.2222222222222222,0.3636363636363636,0.4646464646464646,0.45
Harvest Moon,EDM,0.5485436893203883,0.31,0.6770833333333334,6.0,0.0545454545454545,0.5353535353535354,0.1212121212121212,0.4141414141414141,0.71
Drive,Pop,0.6941747572815534,0.43,0.4895833333333333,6.0,0.0545454545454545,0.1818181818181818,0.2323232323232323,0.2424242424242424,0.62
Remedy,K pop,0.7766990291262136,0.98,0.4270833333333333,2.0,0.0909090909090909,0.0,0.0808080808080808,0.3535353535353535,0.56
I've Got Dreams to Remember,Classical,0.6893203883495146,0.28,0.40625,6.5,0.0545454545454545,0.5050505050505051,0.1414141414141414,0.404040404040404,0.49
Jump Around,Pop,0.5194174757281553,0.71,0.8854166666666666,3.0,0.1454545454545454,0.0101010101010101,0.1717171717171717,0.8282828282828283,0.74
Human Touch,Rock,0.558252427184466,0.52,0.6770833333333334,7.0,0.0545454545454545,0.0,0.101010101010101,0.4545454545454545,0.58
Vlieg Met Me Mee - Live,Rap,0.8543689320388349,0.47,0.3645833333333333,7.0,0.3636363636363636,0.7777777777777778,0.7777777777777778,0.5656565656565656,0.4
In These Arms,Rap,0.5970873786407767,0.92,0.53125,1.5,0.109090909090909,0.0101010101010101,0.2121212121212121,0.4646464646464646,0.59
Out Of Space,Jazz,0.7135922330097088,0.87,0.6666666666666666,5.5,0.109090909090909,0.0,0.1111111111111111,0.6161616161616161,0.48
Find The River,Rock,0.7038834951456311,0.44,0.4375,4.5,0.0545454545454545,0.2222222222222222,0.1414141414141414,0.303030303030303,0.58
I Have Nothing,Pop,0.7427184466019418,0.4,0.5625,5.0,0.0727272727272727,0.5858585858585859,0.1616161616161616,0.2424242424242424,0.73
Rosalyn,Rap,0.4951456310679611,0.51,0.5104166666666666,6.5,0.109090909090909,0.0101010101010101,0.0707070707070707,0.6767676767676768,0.39
Rooster,EDM,0.6990291262135923,0.55,0.28125,4.0,0.0545454545454545,0.0303030303030303,0.1212121212121212,0.202020202020202,0.68
Why,EDM,0.441747572815534,0.47,0.5520833333333334,4.5,0.0363636363636363,0.2828282828282828,0.1313131313131313,0.1212121212121212,0.64
Rhythm Is A Dancer,Classical,0.6019417475728155,0.65,0.7916666666666666,7.5,0.0545454545454545,0.2121212121212121,0.0909090909090909,0.8686868686868687,0.57
Keep The Faith,Lofi,0.5728155339805825,0.97,0.59375,2.0,0.0909090909090909,0.0,0.0808080808080808,0.5757575757575758,0.58
No Rain,Classical,0.7184466019417476,0.48,0.40625,4.5,0.0545454545454545,0.6262626262626263,0.2626262626262626,0.5757575757575758,0.73
Creep,Hip hop,0.4466019417475728,0.43,0.5416666666666666,5.0,0.0727272727272727,0.0101010101010101,0.1313131313131313,0.101010101010101,0.82
Proud Mary,Classical,0.8300970873786407,0.5,0.4166666666666667,5.5,0.1272727272727272,0.0808080808080808,0.1111111111111111,0.3737373737373737,0.66
Fields Of Gold,Folk,0.5048543689320388,0.34,0.6770833333333334,6.0,0.0363636363636363,0.3737373737373737,0.0707070707070707,0.3232323232323232,0.69
Eagle - Short Version,Rock,0.4174757281553398,0.83,0.4270833333333333,4.0,0.0545454545454545,0.0,0.1717171717171717,0.6565656565656566,0.41
Linger,Video game music,0.4611650485436893,0.43,0.4583333333333333,7.5,0.0545454545454545,0.0808080808080808,0.1414141414141414,0.202020202020202,0.75
Alles Geprobeerd,K pop,0.3689320388349514,0.56,0.6145833333333334,7.5,0.0727272727272727,0.1111111111111111,0.0808080808080808,0.8484848484848485,0.38
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Folk,0.5097087378640777,0.67,0.4375,3.0,0.1636363636363636,0.6262626262626263,0.4141414141414141,0.303030303030303,0.59
Shape Of My Heart,Lofi,0.4077669902912621,0.37,0.5625,5.0,0.0545454545454545,0.696969696969697,0.0808080808080808,0.2424242424242424,0.72
I Will Survive - Single Version,Country,0.5631067961165048,0.62,0.8333333333333334,6.5,0.0909090909090909,0.0202020202020202,0.3232323232323232,0.6464646464646465,0.6
Ordinary World,R&B,0.6796116504854369,0.65,0.4895833333333333,5.0,0.0545454545454545,0.0101010101010101,0.1414141414141414,0.404040404040404,0.72
Disarm - Remastered,Hip hop,0.6310679611650486,0.42,0.5520833333333334,5.0,0.0545454545454545,0.1414141414141414,0.1414141414141414,0.2222222222222222,0.62
Mr. Jones,R&B,0.6893203883495146,0.82,0.6041666666666666,3.5,0.0727272727272727,0.1818181818181818,0.2828282828282828,0.7373737373737373,0.76
Heart-Shaped Box,Country,0.9854368932038836,0.64,0.2708333333333333,5.0,0.109090909090909,0.202020202020202,0.0909090909090909,0.3838383838383838,0.74
Daughter (Remastered),K pop,0.470873786407767,0.7,0.6458333333333334,5.0,0.0545454545454545,0.0101010101010101,0.0606060606060606,0.7373737373737373,0.68
In-A-Gadda-Da-Vida - Single Version,Lofi,0.5776699029126213,0.53,0.4895833333333333,5.0,0.0545454545454545,0.0,0.1818181818181818,0.7777777777777778,0.57
Gaia,Classical,0.8446601941747572,0.33,0.3958333333333333,6.5,0.0545454545454545,0.7474747474747475,0.2121212121212121,0.202020202020202,0.39
Mull Of Kintyre - 1993 Digital Remaster,Pop,0.4514563106796116,0.26,0.34375,7.5,0.0545454545454545,0.0,0.1212121212121212,0.4242424242424242,0.56
Cose della vita,Metal,0.8543689320388349,0.6,0.5208333333333334,4.5,0.0545454545454545,0.0606060606060606,0.2222222222222222,0.4747474747474747,0.48
Are You Gonna Go My Way,Pop,0.6262135922330098,0.67,0.6458333333333334,5.0,0.0727272727272727,0.0,0.3333333333333333,0.7878787878787878,0.72
What's Love Got to Do with It,Latin,0.4757281553398058,0.41,0.8854166666666666,6.0,0.1272727272727272,0.2222222222222222,0.0909090909090909,0.797979797979798,0.69
Rearviewmirror (Remastered),Video game music,0.7718446601941747,0.96,0.3854166666666667,2.5,0.1272727272727272,0.0,0.3535353535353535,0.4444444444444444,0.58
La solitudine,Jazz,0.6407766990291263,0.47,0.59375,3.0,0.0727272727272727,0.7474747474747475,0.1515151515151515,0.2626262626262626,0.57
Up Where We Belong,EDM,0.6747572815533981,0.43,0.59375,4.5,0.0545454545454545,0.6060606060606061,0.0808080808080808,0.3636363636363636,0.54
Rape Me,Jazz,0.5436893203883495,0.75,0.4375,5.5,0.0909090909090909,0.0101010101010101,0.0707070707070707,0.2323232323232323,0.64
Round Here,EDM,0.4563106796116505,0.48,0.3229166666666667,4.5,0.0545454545454545,0.1414141414141414,0.0808080808080808,0.1919191919191919,0.61
I Want You Back,Latin,0.4757281553398058,0.54,0.6666666666666666,6.5,0.0545454545454545,0.494949494949495,0.2828282828282828,0.9494949494949496,0.65
Younger Days,Rap,0.5631067961165048,0.85,0.5625,3.5,0.0727272727272727,0.0202020202020202,0.3131313131313131,0.3131313131313131,0.42
All Apologies,R&B,0.5485436893203883,0.63,0.46875,6.0,0.0545454545454545,0.0808080808080808,0.0909090909090909,0.3636363636363636,0.67
Zombie,EDM,0.8106796116504854,0.64,0.3229166666666667,4.5,0.0545454545454545,0.0202020202020202,0.3737373737373737,0.3131313131313131,0.8
Hallelujah,Hip hop,0.470873786407767,0.14,0.3333333333333333,5.0,0.0545454545454545,0.9393939393939394,0.1818181818181818,0.0808080808080808,0.73
Oude Maasweg,Jazz,0.4368932038834951,0.26,0.78125,7.5,0.0727272727272727,0.7070707070707071,0.1212121212121212,0.1313131313131313,0.45
Lightning Crashes,Pop,0.4368932038834951,0.43,0.40625,4.5,0.0727272727272727,0.2424242424242424,0.1111111111111111,0.4343434343434343,0.64
Black Hole Sun,K pop,0.5097087378640777,0.83,0.3645833333333333,2.5,0.0727272727272727,0.0,0.0808080808080808,0.1515151515151515,0.76
The Man Who Sold The World,Video game music,0.558252427184466,0.75,0.5,4.5,0.1454545454545454,0.4343434343434343,0.2626262626262626,0.4242424242424242,0.73
Basket Case,Gospel,0.4126213592233009,0.94,0.4583333333333333,1.5,0.109090909090909,0.0,0.0909090909090909,0.7878787878787878,0.79
Where Did You Sleep Last Night,EDM,0.529126213592233,0.59,0.59375,4.0,0.109090909090909,0.6767676767676768,0.696969696969697,0.3636363636363636,0.68
High Hopes,Jazz,0.3640776699029126,0.41,0.5416666666666666,6.5,0.0545454545454545,0.202020202020202,0.3535353535353535,0.2828282828282828,0.59
Kiss from a Rose,Lofi,0.6407766990291263,0.53,0.6041666666666666,3.5,0.0545454545454545,0.6868686868686869,0.3131313131313131,0.2222222222222222,0.72
Always,Lofi,0.6844660194174758,0.66,0.3958333333333333,3.0,0.0545454545454545,0.1212121212121212,0.0808080808080808,0.3333333333333333,0.76
All I Want for Christmas Is You,Country,0.7281553398058253,0.63,0.3541666666666667,3.5,0.0727272727272727,0.1616161616161616,0.0707070707070707,0.3535353535353535,0.95
I Alone,Pop,0.4368932038834951,0.82,0.4166666666666667,3.5,0.0909090909090909,0.0,0.3737373737373737,0.101010101010101,0.62
Sabotage,EDM,0.8155339805825242,0.94,0.3333333333333333,3.5,0.1818181818181818,0.0303030303030303,0.101010101010101,0.5454545454545454,0.71
Smooth Operator - Single Version,Rap,0.5776699029126213,0.58,0.7604166666666666,3.5,0.0545454545454545,0.2424242424242424,0.0303030303030303,0.9696969696969696,0.66
Glory Box,K pop,0.5825242718446602,0.43,0.53125,5.0,0.0727272727272727,0.1818181818181818,0.0606060606060606,0.2121212121212121,0.67
Dromen Zijn Bedrog,Latin,0.6407766990291263,0.86,0.6354166666666666,4.5,0.0727272727272727,0.0303030303030303,0.2626262626262626,0.6464646464646465,0.56
Ode To My Family,R&B,0.4563106796116505,0.45,0.375,5.0,0.0363636363636363,0.0606060606060606,0.2828282828282828,0.1414141414141414,0.69
No Good (Start the Dance) [Remastered],Classical,0.7038834951456311,0.99,0.6666666666666666,3.5,0.0909090909090909,0.0101010101010101,0.1616161616161616,0.1717171717171717,0.56
When I Come Around,Country,0.4757281553398058,0.91,0.5520833333333334,2.0,0.0545454545454545,0.0202020202020202,0.2323232323232323,0.8181818181818182,0.75
Live Forever - Remastered,EDM,0.4077669902912621,0.79,0.1041666666666666,2.0,0.0727272727272727,0.0,0.3636363636363636,0.1818181818181818,0.55
