song,genre
Everything I'm Not,Pop
Whatcha Think of Country Now,Country
I Don't Mind (feat. Juicy J),R&B
I Don't Mind (feat. Juicy J),Jazz
No Air,Pop
Everybody (Backstreet's Back) [Extended Version],Pop
Give It Up to Me,Pop
Surfin' U.S.A.,Pop
Call Your Name,Rock
Look At Me!,Hip hop
Look At Me!,Rap
Beggin' On Your Knees (feat. Victoria Justice),Pop
Moon River,Video game music
Kaw-Liga,Country
Redneck,Metal
Broken Window Serenade,Country
Listen to Your Heart,Rap
Crazy,Pop
Forest,Rock
Dead Man Walking,Pop
Destiny,Rock
Legion Inoculant,Metal
Chocolate Chip Trip,Metal
Jam On It,Lofi
Home,Rock
Litanie contre la Peur,Metal
Apartment,Gospel
Cryin' for Me (Wayman's Song),Country
American Woman,Rock
Master of Tides,K pop
Brand New Man,Country
Tunnel Vision,Hip hop
Babe (feat. Taylor Swift),Country
My Silver Lining,Gospel
"Courtesy of the Red, White and Blue (The Angry American)",Country
Doing It to Country Songs (feat. The Oak Ridge Boys),Country
The Battle of New Orleans,Country
Long Cool Woman (In a Black Dress),Rock
Breakeven (Live At Shepherd's Bush Empire),Pop
Hemingway's Whiskey,Country
Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Pop
Vanity,Hip hop
Vanity,Rap
In Over My Head (Crash Over Me) [Live],Lofi
Right Back Where We Started From (Re-Recording),Pop
Sweet Seasons,Pop
The Greatest (feat. Kendrick Lamar),Pop
Let Your Love Flow,Country
Warning,Gospel
It's Hard Out Here for a Pimp (feat. Shug),R&B
It's Hard Out Here for a Pimp (feat. Shug),Classical
Cannonball,Pop
Pneuma,Metal
Well Enough Alone,Rock
Descending,Metal
Invincible,Metal
Culling Voices,Metal
Fear Inoculum,Metal
Would?,Rock
Ain't No Time,Hip hop
Ain't No Time,Rap
How Did You Love,Rock
Boogie Shoes,Pop
Winter Dreams (Brandon's Song),EDM
Mockingbeat,Metal
7empest,Metal
Like a Virgin (Edit Version),Pop
Fine By Me,R&B
Fine By Me,Rap
Anarchy In the U.K.,R&B
Top Gun Anthem,EDM
Can We Talk,R&B
Can We Talk,Video game music
How We Operate,Jazz
Freedom At 21,Classical
South of the Border (feat. Camila Cabello & Cardi B),Pop
Missing Pieces,Classical
On And On And On,Jazz
Tennessee Fan,Country
Once,Classical
I Guess I Should Go To Sleep,Country
Dying In LA,Video game music
Hip (Eponymous) Poor Boy,Gospel
Nice to Know You,Jazz
Ramble On,Rock
My Old Friend,Country
(Let Me Be Your) Teddy Bear,Rock
Fall Asleep,Hip hop
Fall Asleep,Rap
Come to Me (Live),Hip hop
Not a Moment Too Soon,Country
All Along the Watchtower,Rock
Needles,Rock
Fall for Anything,Pop
The End Where I Begin,Pop
Where I Grew Up,Country
wait in the truck,Country
Rock My World (Little Country Girl),Country
(You Make Me Feel Like) A Natural Woman,Hip hop
(You Make Me Feel Like) A Natural Woman,Video game music
Are You Lonesome Tonight?,Rock
Bickenhead,Hip hop
Bickenhead,Rap
Can't Believe It (feat. Pitbull),Hip hop
Can't Believe It (feat. Pitbull),Rap
"Train, Train",Rock
Those Kinda Nights (feat. Ed Sheeran),Hip hop
Those Kinda Nights (feat. Ed Sheeran),Rap
(You're The) Devil In Disguise,Rock
Sky (feat. Ingrid Michaelson),Pop
Ain't Gonna Drown,Hip hop
Shape of You,Pop
Blinded In Chains,Rock
Helicopter,Rock
I Am,Latin
Down In the DM,Hip hop
Down In the DM,Rap
Beige,Country
"Lean Back (Remix) [feat. Lil Jon, Eminem, Mase & Remy Martin]",Hip hop
"Lean Back (Remix) [feat. Lil Jon, Eminem, Mase & Remy Martin]",Rap
Why Lady Why,Country
Return to Sender,Rock
Dancing's Not a Crime,EDM
Colours,R&B
49 Bye-Byes,Rock
Far Away,R&B
Far Away,Rap
Shake It Off,Pop
Something in the Orange (Z&E's Version),Country
See the Changes,Rock
Heretic,Rock
Stackin (Bonus Track),Hip hop
Stackin (Bonus Track),Rap
Narrow Escape,Rock
The Sound of Winter,Rock
Killshot,Hip hop
Killshot,Rap
My Drink N' My 2 Step (feat. Swizz Beatz),Hip hop
My Drink N' My 2 Step (feat. Swizz Beatz),Rap
Blue Jean,Rock
Sing (Glee Cast Version),Pop
Lady Marmalade,R&B
Lady Marmalade,Lofi
Lost Without Your Love,Rock
Smooth Sailin',R&B
Smooth Sailin',Country
Over and Over,Rock
Garden,Gospel
Roxie's Suite,Video game music
Locked Out of Heaven,Pop
Respect,R&B
Respect,Classical
Angel in Blue Jeans,Pop
Unholy,Pop
Fall for Your Type (feat. Drake),R&B
Fall for Your Type (feat. Drake),Video game music
People Are People,Folk
Cobrastyle (feat. Mad Cobra),Folk
Something in the Orange (Z&E's Version),Country
See the Changes,Rock
Heretic,Rock
Stackin (Bonus Track),Hip hop
Stackin (Bonus Track),Rap
Narrow Escape,Rock
The Sound of Winter,Rock
Killshot,Hip hop
Killshot,Rap
My Drink N' My 2 Step (feat. Swizz Beatz),Hip hop
My Drink N' My 2 Step (feat. Swizz Beatz),Rap
Blue Jean,Rock
Sing (Glee Cast Version),Pop
Lady Marmalade,R&B
Lady Marmalade,Folk
Lost Without Your Love,Rock
Smooth Sailin',R&B
Smooth Sailin',Country
Over and Over,Rock
Garden,K pop
Roxie's Suite,Folk
Locked Out of Heaven,Pop
Respect,R&B
Respect,EDM
Angel in Blue Jeans,Pop
Unholy,Pop
Fall for Your Type (feat. Drake),R&B
Fall for Your Type (feat. Drake),Rap
People Are People,Classical
Cobrastyle (feat. Mad Cobra),Rap
I Hope (feat. Charlie Puth),Country
Afire Love,Pop
You Don't Know My Name,R&B
You Don't Know My Name,K pop
Maybach,Hip hop
Maybach,Rap
Big Log,Rock
I'm a Mess,Pop
Just for Now,Rock
Hot Legs,Rock
Hallelujah,Pop
Blow Me (One Last Kiss),Pop
Candles In the Sun,R&B
Candles In the Sun,Rock
Bloodstream,Pop
Story Of My Life,Pop
It Must Be Love,Country
Nina,Pop
Every Man,EDM
Best Part (feat. Daniel Caesar),R&B
Best Part (feat. Daniel Caesar),Rock
Trouble,K pop
Thriller,Pop
Everyday People,Pop
Another Story,Lofi
Tell Me I Was Dreaming,Country
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pop
Highway Vagabond,Country
Question...?,Pop
She and I,Country
Things Done Changed (2005 Remaster),Hip hop
Things Done Changed (2005 Remaster),Rap
Holy Ghost (feat. Joe Fox),Hip hop
Holy Ghost (feat. Joe Fox),Rap
Jamba (feat. Hodgy),Rap
What Would You Say,Rock
F**k Love,Hip hop
F**k Love,Rap
Sweet Dreams,R&B
Sweet Dreams,Gospel
Drunk,Hip hop
Drunk,EDM
Wait (The Whisper Song),Hip hop
Wait (The Whisper Song),Rap
Scream With Me,Rock
Ready to Die (2005 Remaster),Hip hop
Ready to Die (2005 Remaster),Rap
Heaven’s Afternoon (feat. Meek Mill),Hip hop
Heaven’s Afternoon (feat. Meek Mill),Rap
Days That End In Why,Country
Shepherd (Live),Jazz
DJ Turn It Up,Jazz
Back When,Country
"Rise Above (feat. Pharrell, Tuki Carter & Amber Rose)",Hip hop
"Rise Above (feat. Pharrell, Tuki Carter & Amber Rose)",Rap
Citizen,Latin
APESHIT,Hip hop
APESHIT,Rap
Love Song,Folk
Crimson Day,Rock
(You're The) Devil In Disguise,Rock
"The Best Day Ever (with Sandy, Mr. Krabs, Plankton & Patrick)",Country
Un beso,Video game music
Addicted,Rock
Endless Love (with Mariah Carey),R&B
Endless Love (with Mariah Carey),Video game music
Going Bad (feat. Drake),Hip hop
Going Bad (feat. Drake),Rap
Don't Think Jesus,Country
Acid Rain,Rock
Walking In Memphis,Country
Be Still,Pop
Take Me Away,R&B
After Midnight,Latin
The Jean Genie,Rock
Wide Eyes,Video game music
Fashion (Single Version),Rock
Rebel Soul,Rock
The Wonder of You,Rock
Pleasant Valley Sunday,Pop
Wild At Heart,Country
Jukebox Joints (feat. Joe Fox x Kanye West),Hip hop
Jukebox Joints (feat. Joe Fox x Kanye West),Rap
Stay with You,Rock
Daylight Again,Rock
Lips Are Movin,Pop
Doing Time,Rock
100 Grandkids,Hip hop
La Bamba,Rock
The Wheels on the Bus Go Round and Round,Pop
Dance with My Father,R&B
Dance with My Father,EDM
Cross Me (feat. Chance the Rapper & PnB Rock),Pop
Figure It Out,K pop
The One,Latin
Beautiful (feat. Camila Cabello),Pop
"Tony Story, Pt. 2",Hip hop
"Tony Story, Pt. 2",Rap
Real N***** Come First,Hip hop
Real N***** Come First,Rap
The Ghost In You,K pop
Go Get It,R&B
Go Get It,Video game music
Higher Love,Pop
Why Not Me,Country
I'm a King (feat. T.I. & Lil Scrappy) [Remix],Hip hop
I'm a King (feat. T.I. & Lil Scrappy) [Remix],Rap
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pop
The Glamorous Life,R&B
The Glamorous Life,Country
Wanna Be Startin' Somethin',Rap
Behind the Music,Pop
Sweet Nothing,Pop
Drowning,Pop
Touch a Touch a Touch a Touch Me (Glee Cast Version),Gospel
Smooth Criminal (Radio Edit),Classical
"When You Believe (from ""The Prince of Egypt"")",Pop
The Sound of Silence,EDM
The Sound of Silence,Video game music
I'm a Ramblin' Man,Country
Arkansas,Country
9 to 5,Country
In the Ayer (feat. will.i.am),Hip hop
In the Ayer (feat. will.i.am),Rap
Adrenaline,Rock
Green,Country
Not Falling,Rock
Seven Rings,Hip hop
Seven Rings,Rap
Caring Is Creepy,Rock
Selfish (feat. Rihanna),Hip hop
Selfish (feat. Rihanna),Rap
Music of My Heart,Pop
Both Sides Now,Rock
Anchor (Live),Hip hop
Get Down Tonight,Pop
Ring of Fire,Rock
2 Step,Hip hop
2 Step,Rap
DNA,Pop
You Are the Woman,Rock
Low (feat. T-Pain),Hip hop
Low (feat. T-Pain),Rap
Cyclone,Hip hop
Cyclone,Rap
Beautiful,K pop
Beautiful,Metal
Ain’t That Some,Country
Someday (feat. Max Schneider),EDM
Women I've Never Had,Country
No Heart,Rap
I Can't Tell You Why,Rock
All Too Well (Taylor's Version),Pop
Question!,Rock
That's All,Rock
Hush,Rock
I'm So Excited,Pop
I Love a Rainy Night,Country
Where You Lead,Lofi
Where You Lead,Video game music
Act Right (feat. Jeezy & YG),Hip hop
Act Right (feat. Jeezy & YG),Rap
Reflection,Pop
The Devil Named Music,Country
Let It Snow,Lofi
Good Vibrations,Pop
Fall to Pieces,Rock
KOD,Hip hop
KOD,Rap
Old MacDonald Had a Farm,Country
That's All Right,Rock
Stand By Me (Live from the Late Show with David Letterman),Latin
Stand By Me (Live from the Late Show with David Letterman),Country
Labyrinth,Pop
You Got It,Rock
Party In the U.S.A.,Pop
Cover Me Up,Latin
Cover Me Up,Gospel
Call on Me (Radio Edit),Jazz
Call on Me (Ryan Riback Remix),Latin
Overture / And All That Jazz,Country
Nowadays / Hot Honey Rag,R&B
4 Carats,Lofi
Finally Home,Folk
beibs in the trap,Hip hop
beibs in the trap,Rap
Nowadays (Roxie),Video game music
At Last (Bonus Track),Pop
HAPPINESS,Rock
My Lovin' (You're Never Gonna Get It),R&B
My Lovin' (You're Never Gonna Get It),Hip hop
Who's Cheatin' Who,Country
This Fire,Metal
Brendan's Death Song,Rock
Lost It All (Non-Album Track),Rock
Goodbye Love,Folk
Mr. Jones,Hip hop
Mr. Jones,Rap
M.I.A.,Hip hop
M.I.A.,Rap
You Can Do It (feat. Mack 10 & Ms. Toi),Hip hop
You Can Do It (feat. Mack 10 & Ms. Toi),Rap
How Much I Feel,Rock
Focus,R&B
Focus,Rock
I Can See Clearly Now (Edit),Rock
Faded,K pop
Without Me (feat. Kelly Rowland & Missy Elliott),R&B
Without Me (feat. Kelly Rowland & Missy Elliott),EDM
Mess Is Mine,Rock
Part of Me,Pop
O Holy Night,K pop
Santa Claus Is Coming to Town,EDM
Naked As We Came,Classical
Naked As We Came,Hip hop
Another One Bites the Dust,Rock
Be Enthroned (Live),Video game music
Back 2 Good,Pop
Hate On Me,R&B
Hate On Me,EDM
Son of Sam (Bonus Track),Rock
Mr. Mom,Country
Goodbye Love,Hip hop
M.I.A.,Hip hop
M.I.A.,Rap
You Can Do It (feat. Mack 10 & Ms. Toi),Hip hop
You Can Do It (feat. Mack 10 & Ms. Toi),Rap
Mr. Jones,Hip hop
Mr. Jones,Rap
How Much I Feel,Rock
Focus,R&B
Focus,Rap
I Can See Clearly Now (Edit),Rock
Faded,Rock
Without Me (feat. Kelly Rowland & Missy Elliott),R&B
Without Me (feat. Kelly Rowland & Missy Elliott),Rock
Mess Is Mine,K pop
Part of Me,Pop
O Holy Night,Gospel
Santa Claus Is Coming to Town,Lofi
Naked As We Came,Classical
Naked As We Came,Pop
Another One Bites the Dust,Rock
Be Enthroned (Live),Metal
Back 2 Good,Pop
Hate On Me,R&B
Hate On Me,Gospel
Son of Sam (Bonus Track),Rock
Mr. Mom,Country
The Energy (Bonus Track),Rock
"Fed Up (feat. Usher, Drake, Rick Ross & Young Jeezy)",Hip hop
"Fed Up (feat. Usher, Drake, Rick Ross & Young Jeezy)",Rap
Mercy,Rock
Overwhelmed,Rap
Overwhelmed,Folk
Alibis,Country
Rent,Rock
Healing Begins,Video game music
Love You Madly,Rock
Sunset,Metal
All That She Wants,Pop
Little Drummer Boy,Classical
Kiss My Country Ass,Country
You Make Me Feel... (feat. Sabi),Metal
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Hip hop
Midnight In Montgomery,Country
Wastelands,Rock
Riding With Private Malone,Country
Falling,K pop
The Thrill,R&B
The Thrill,Jazz
I Want You Back (Radio Edit),Pop
Where the Wild Things Are,Country
Black or White,Rock
There's a Class for This,Metal
Nothin' But a Good Time,Rock
Way Back Into Love (Demo Version),K pop
Downbound Train,Rock
Ventura Highway,Rock
What I've Done,Rock
Fine Whine (feat. Joe Fox x Future x M.I.A.),Hip hop
Fine Whine (feat. Joe Fox x Future x M.I.A.),Rap
For Forever,R&B
Talent Show,Pop
Daydreaming,Rap
Don't Look Back,R&B
Don't Look Back,Gospel
The Hunter's Wife,Country
Lonely,Hip hop
Lonely,Rap
One Song Glory,EDM
Everybody's Watching Me (Uh Oh),Gospel
Cater 2 U,R&B
Cater 2 U,Metal
Stronger (Glee Cast Version),Pop
F.U.N. Song,Gospel
You Can't Make This Up,Country
The Sun Is Rising,Pop
Let It Go,Classical
One Night Girl,Country
It Ain't Easy,Country
Scholarship (feat. A$AP Rocky),Rap
Exit Wounds,Pop
I'm Afraid of Americans (V1) [Radio Edit of Trent Reznor Mix],Rock
The Itsy Bitsy Spider,Jazz
Me and My Bitch (2005 Remaster),Hip hop
Me and My Bitch (2005 Remaster),Rap
Every Goodbye,Country
Heavy Cross,Pop
I Need a Miracle,Latin
This Is Not America,Rock
Rise,Rock
F-U (feat. Meek Mill),Hip hop
F-U (feat. Meek Mill),Rap
XO TOUR Llif3,Hip hop
XO TOUR Llif3,Rap
Today,Rock
If I Had a Hammer (Single Version),Latin
If I Had a Hammer (Single Version),Jazz
Science,Rock
Shimmy,Rock
"Main Theme (From ""Halloween"")",Classical
Hotel California,Rock
Ready to Go (Get Me Out of My Mind),Lofi
Heart Like A Truck,Country
She's Not the Cheatin' Kind,Country
Down Home,Country
Ride the Lightning,Metal
Arthur's Theme (Best That You Can Do),Jazz
Come Original,Rock
Kissin' In Cars,Country
BeFoUr,Pop
Stone,Country
Why Go,Country
Pieces (Live),Video game music
You Won't Feel a Thing,Pop
Burn the Witch,Rock
Paradise By the Dashboard Light,Rock
I Will Return,Pop
Glory to Glory (Live),Rock
Boy Oh Boy,Lofi
La Isla Bonita (Remix),Pop
Me and Julio Down By the Schoolyard,Pop
I Know You Know (feat. Cymphonique),Pop
Story of My Life,Rock
Make It Shine (Victorious Theme) [feat. Victoria Justice],Pop
"Basketball (feat. Jermaine Dupri, Fabolous & Fundisha)",Hip hop
Spit Your Game (feat. Twista and Bone Thugs-N-Harmony),Hip hop
Spit Your Game (feat. Twista and Bone Thugs-N-Harmony),Rap
That Was Yesterday,Rock
Tornado,Country
I'm a Slave 4 U,Pop
"The Goonies 'R' Good Enough (From ""The Goonies"" Soundtrack)",R&B
"Sincerely, Me",Classical
Peso,Hip hop
Peso,Rap
Graveyard,Jazz
"Twinkle, Twinkle Little Star",Country
I Won't Give Up,Pop
Epiphany,Rock
Look at Little Sister,Rock
Golden,R&B
Golden,Hip hop
Every Time You Turn Around,Rock
Piano Man,Rock
Porch,Folk
MONSTERS,Rock
In Bloom,Country
U Don't Have to Call,R&B
U Don't Have to Call,Video game music
Gasoline,Rock
L.A. Woman,Rock
Texas Flood,Rock
Trashed and Scattered,Rock
Love Triangle,Country
No Rain,Latin
Dance The Night,Pop
One of the Drunks,EDM
Sun It Rises,Latin
Flex,Hip hop
Flex,Rap
Just Playing (Dreams) [2005 Remaster],Hip hop
Just Playing (Dreams) [2005 Remaster],Rap
Decks Dark,Rap
Anyway (feat. Tayla Parx),R&B
Anyway (feat. Tayla Parx),K pop
On the Run,Rock
Show Yourself,Classical
Heartbreak Hotel,Rock
Take Flight,R&B
Don't Wanna Dance Alone,Pop
DEVIL,Rock
Seasons Of Love,K pop
Uprising,Folk
That Way Again,Country
Come n Go (feat. Enrique Iglesias),Pop
Have You Seen Her,R&B
Have You Seen Her,Rock
Beat It (Single Version),Hip hop
Home,Country
Smoke from a Distant Fire,Rock
Forever (Live),Hip hop
The World,Country
Oceans,Pop
You Are My Sunshine (Pt. 1),R&B
22 (Taylor's Version),Pop
Can't Hold Us Down (feat. Lil' Kim),Pop
Any Colour You Like,Rock
Losing,Classical
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Classical
Show Out (feat. Big Sean & Jeezy) [Explicit Version],Rap
Love Is a Battlefield (Edit) [2005 Remaster],Rock
I Am Machine,Rock
Castles (feat. Trey Songz),Hip hop
Castles (feat. Trey Songz),Rap
Sick of It,Rock
That's Christmas to Me,Rap
Lip Gloss,Pop
GIRL,Country
I'll Be There for You (Long Version),Rap
Cupid's Chokehold / Breakfast in America (feat. Patrick Stump) [Radio Mix],Jazz
Mama's Broken Heart,Country
Chattahoochee,Country
Say You Will,Rock
the light is coming (feat. Nicki Minaj),Pop
In Her Mouth,Hip hop
In Her Mouth,Rap
Play for Keeps,Hip hop
Play for Keeps,Rap
King Sh*t (feat. T.I.),Hip hop
King Sh*t (feat. T.I.),Rap
Cheyenne,Pop
Cold Water,R&B
Cold Water,Jazz
Killing Me Softly with His Song,Pop
Somebody to Love,Country
Beer,Country
Sandwitches (feat. Hodgy Beats),Hip hop
Sandwitches (feat. Hodgy Beats),Rap
Hotel (feat. Chris Brown),Hip hop
Hotel (feat. Chris Brown),Rap
Breathe Into Me,Video game music
When I Close My Eyes,Country
Billie Jean (Single Version),R&B
Hands,Pop
Where the Devil Don't Go,R&B
El malo,Jazz
Broccoli (feat. Lil Yachty),Hip hop
Broccoli (feat. Lil Yachty),Rap
Nothing To Lose (feat. Jussie Smollett),Pop
True Love Waits,Rock
You and Tequila (with Grace Potter) [Live At Red Rocks Amphitheatre],Country
The Curse of the Gifted,Hip hop
The Curse of the Gifted,Rap
Higher Ground,Lofi
You've Got It (The Right Stuff),Pop
The Joke,Pop
The Joke,Rock
Cupid's Chokehold / Breakfast in America (feat. Patrick Stump) [Radio Mix],Gospel
Mama's Broken Heart,Country
Chattahoochee,Country
Say You Will,Rock
the light is coming (feat. Nicki Minaj),Pop
In Her Mouth,Hip hop
In Her Mouth,Rap
Play for Keeps,Hip hop
Play for Keeps,Rap
King Sh*t (feat. T.I.),Hip hop
King Sh*t (feat. T.I.),Rap
Cheyenne,Pop
Cold Water,Rap
Cold Water,Hip hop
Killing Me Softly with His Song,Pop
Somebody to Love,Folk
Beer,Country
Sandwitches (feat. Hodgy Beats),Hip hop
Sandwitches (feat. Hodgy Beats),Rap
Hotel (feat. Chris Brown),Hip hop
Hotel (feat. Chris Brown),Rap
Breathe Into Me,K pop
When I Close My Eyes,Country
Billie Jean (Single Version),Jazz
Hands,Pop
Where the Devil Don't Go,K pop
El malo,Gospel
Broccoli (feat. Lil Yachty),Hip hop
Broccoli (feat. Lil Yachty),Rap
Nothing To Lose (feat. Jussie Smollett),Pop
True Love Waits,Gospel
You and Tequila (with Grace Potter) [Live At Red Rocks Amphitheatre],Country
The Curse of the Gifted,Hip hop
The Curse of the Gifted,Rap
Higher Ground,EDM
You've Got It (The Right Stuff),Pop
The Joke,Folk
The Joke,Folk
Nowhere Fast,Country
happier,Pop
Burnin' for You,Rock
Learn My Lesson,Rock
It's Now or Never,Rock
Hotel Room Service,Hip hop
Hotel Room Service,Rap
Father and Daughter,Pop
brutal,Pop
No One to Depend On,Rock
So Fly (feat. Yung Joc),R&B
So Fly (feat. Yung Joc),Pop
Natural Born Killer,Rock
Deep Inside of You,Hip hop
All On Me,Country
One of Us (Glee Cast Version),Pop
Johnny Boy,Rock
Love Train,R&B
Love Train,Hip hop
Fiction,Rock
Make You Smile,Latin
Heaven,Latin
Your Grace Is Enough,Rock
Don't Bother,Latin
Iridescent,Country
Over the Hills and Far Away,Rock
The Most Beautiful Girl (In the Room),K pop
I Get Around,Rock
Gullible (feat. CeeLo Green),Hip hop
Gullible (feat. CeeLo Green),Rap
Can't Help Falling In Love (Live),Pop
Legion of Monsters (Bonus Track),Rock
Speak to Me,Rock
When I See You Smile,Rock
Hurricane,Country
The Overpass,EDM
I Knew You Were Trouble (Taylor's Version),Pop
If Tomorrow Never Comes (Live),Country
I Didn't Get Here Alone (Bonus Track),Country
Mandolin Rain,Rock
Never Wrong,Rock
Girlfriend (The Neptunes Remix) [feat. Nelly],Pop
American Teen,R&B
American Teen,Rap
"OK, It's Alright With Me",Pop
"All I Do Is Win (Remix) [feat. T-Pain, Diddy, Nicki Minaj, Rick Ross, Busta Rhymes, Fabolous, Jadakiss, Fat Joe & Swizz Beatz]",Hip hop
"All I Do Is Win (Remix) [feat. T-Pain, Diddy, Nicki Minaj, Rick Ross, Busta Rhymes, Fabolous, Jadakiss, Fat Joe & Swizz Beatz]",Rap
Walk Out On Me (feat. Courtney Love),Pop
Sherry,Latin
Woodstock,Rock
Stars,Rock
Lemon,Hip hop
Lemon,Rap
How I Could Just Kill a Man,Rock
Que Tengo Que Hacer,K pop
Best Friend (feat. Doja Cat),Hip hop
Best Friend (feat. Doja Cat),Rap
Again Today / Hiding My Heart,Rock
Again Today / Hiding My Heart,Gospel
B-I-N-G-O,Metal
Bad Moon Rising,Rock
88,Hip hop
88,Rap
Overkill,Rock
Far Behind,Jazz
Such Great Heights,Lofi
My Way,R&B
My Way,Jazz
Cry Pretty,Country
Bigcitydreams,Pop
Better Things,Hip hop
Better Things,Rap
We Are the Champions,Rock
Some Cut,Hip hop
Some Cut,Rap
As Long as You Love Me,Pop
Don't Believe Everything You Think,Country
In My Dreams,Rock
Delta,Rock
The Pantaloon,Rock
Bad Girl,R&B
Bad Girl,R&B
Seven Bridges Road (Live),Rock
Pharsyde (feat. Joe Fox),Hip hop
Pharsyde (feat. Joe Fox),Rap
Shadow Captain,Rock
Do You Hear What I Hear,Country
Best Friend,K pop
El Paso,Country
Faded,EDM
This Land Is Your Land,Jazz
This Land Is Your Land,Hip hop
Lie to Me,Hip hop
Lie to Me,Rap
Step By Step,Pop
Killin' It,Lofi
Josephine,Lofi
Josephine,EDM
Love Your Love the Most,Country
DUELE EL CORAZON (feat. Wisin),Latin
Five Minutes to Midnight,Country
Rubberband Man,R&B
Rubberband Man,Hip hop
Ain't Your Mama,Pop
